165.4746	4.510e2
165.4772	5.020e2
165.4798	2.760e2
165.4825	1.270e2
165.4851	1.190e2
165.4877	6.000e1
165.4903	9.000e0
165.4930	9.000e0
165.4956	1.600e1
165.4982	8.000e0
165.5009	1.000e1
165.5035	4.500e1
165.5061	1.210e2
165.5088	1.760e2
165.5114	1.500e2
165.5140	1.420e2
165.5166	1.190e2
165.5193	5.600e1
165.5219	4.200e1
165.5245	7.900e1
165.5272	1.230e2
165.5298	9.300e1
165.5324	7.800e1
165.5351	6.800e1
165.5377	4.100e1
165.5403	3.500e1
165.5430	3.000e1
165.5456	3.900e1
165.5482	3.500e1
165.5508	1.100e1
165.5535	1.000e1
165.5561	5.100e1
165.5587	6.100e1
165.5614	8.700e1
165.5640	3.350e2
165.5666	4.530e2
165.5693	3.200e2
165.5719	1.670e2
165.5745	3.600e1
165.5772	4.500e1
165.5798	8.800e1
165.5824	8.500e1
165.5851	5.100e1
165.5877	2.000e1
165.5903	4.000e0
165.5929	0.000e0
165.5956	0.000e0
165.5982	1.600e1
165.6008	5.500e1
165.6035	8.200e1
165.6061	6.800e1
165.6087	9.000e1
165.6114	1.180e2
165.6140	5.000e1
165.6166	0.000e0
165.6219	0.000e0
165.6245	9.000e0
165.6272	9.000e0
165.6298	0.000e0
165.6324	0.000e0
165.6351	8.000e0
165.6377	8.000e0
165.6403	2.700e1
165.6429	1.600e2
165.6456	1.690e2
165.6482	3.500e1
165.6508	3.000e0
165.6535	1.800e1
165.6561	1.500e1
165.6587	0.000e0
165.6614	2.800e1
165.6640	4.800e1
165.6666	4.000e1
165.6693	3.100e1
165.6719	1.700e1
165.6745	1.800e1
165.6772	1.800e1
165.6798	1.300e1
165.6824	3.100e1
165.6851	3.000e1
165.6877	1.600e1
165.6903	1.400e1
165.6930	5.000e0
165.6956	0.000e0
165.6982	8.000e0
165.7009	8.000e0
165.7035	0.000e0
165.7061	1.500e1
165.7088	2.100e1
165.7114	5.900e1
165.7140	7.300e1
165.7166	1.600e1
165.7193	1.800e1
165.7219	4.900e1
165.7245	5.500e1
165.7272	4.900e1
165.7298	2.700e1
165.7324	3.000e0
165.7351	1.400e1
165.7377	1.400e1
165.7403	0.000e0
165.7430	2.000e0
165.7456	8.000e0
165.7482	6.000e0
165.7509	1.900e1
165.7535	5.900e1
165.7561	4.100e1
165.7588	0.000e0
165.7614	0.000e0
165.7640	5.000e0
165.7667	1.000e1
165.7693	1.300e1
165.7719	2.500e1
165.7746	2.600e1
165.7772	2.500e1
165.7798	2.900e1
165.7825	2.600e1
165.7851	3.500e1
165.7877	7.800e1
165.7904	5.400e1
165.7930	0.000e0
165.8062	0.000e0
165.8088	8.000e0
165.8114	8.000e0
165.8141	9.000e0
165.8167	9.000e0
165.8193	1.700e1
165.8220	1.700e1
165.8246	0.000e0
165.8272	5.000e0
165.8299	2.100e1
165.8325	2.200e1
165.8351	1.000e1
165.8378	9.000e0
165.8404	1.100e1
165.8430	2.500e1
165.8457	3.500e1
165.8483	1.400e1
165.8509	0.000e0
165.8536	0.000e0
165.8562	1.400e1
165.8588	2.000e1
165.8615	1.100e1
165.8641	1.800e1
165.8667	3.500e1
165.8694	4.500e1
165.8720	2.900e1
165.8746	1.800e1
165.8773	1.800e1
165.8799	9.000e0
165.8825	9.000e0
165.8852	9.000e0
165.8878	2.300e1
165.8904	2.600e1
165.8931	2.900e1
165.8957	5.300e1
165.8983	4.400e1
165.9010	2.300e1
165.9036	6.000e0
165.9062	1.000e0
165.9089	2.000e1
165.9115	2.500e1
